item_id,transaction_id,product_id,quantity,unit_price,discount_percentage,line_total
ITEM00203,TXN00077,PROD0385,3,3340.68,0,10022.04
ITEM00204,TXN00078,PROD0388,3,979.23,15,2497.04
ITEM00205,TXN00078,PROD0433,3,497.3,5,1417.31
ITEM00206,TXN00078,PROD0106,1,4111.61,15,3494.87
ITEM00207,TXN00078,PROD0430,1,4419.53,10,3977.58
ITEM00208,TXN00079,PROD0423,2,628.08,15,1067.74
ITEM00209,TXN00079,PROD0481,2,1114.39,15,1894.46
ITEM00210,TXN00080,PROD0144,2,1878.4,5,3568.96
ITEM00211,TXN00080,PROD0052,2,4545.38,5,8636.22
ITEM00212,TXN00081,PROD0153,3,4951.44,5,14111.6
ITEM00213,TXN00082,PROD0148,2,2380.94,0,4761.88
ITEM00214,TXN00082,PROD0088,3,2943.43,10,7947.26
ITEM00215,TXN00082,PROD0135,3,1125.5,0,3376.5
ITEM00216,TXN00082,PROD0222,3,2374.69,5,6767.87
ITEM00217,TXN00083,PROD0072,3,3971.98,15,10128.55
ITEM00218,TXN00083,PROD0367,2,4146.7,5,7878.73
ITEM00219,TXN00083,PROD0236,3,4209.73,0,12629.19
ITEM00220,TXN00084,PROD0250,1,1152.44,15,979.57
ITEM00221,TXN00084,PROD0074,2,4667.81,5,8868.84
ITEM00222,TXN00084,PROD0226,1,1810.83,15,1539.21
ITEM00223,TXN00084,PROD0479,2,3065.19,5,5823.86
ITEM00224,TXN00084,PROD0330,2,4624.24,5,8786.06
ITEM00225,TXN00085,PROD0358,1,2917.7,0,2917.7
ITEM00226,TXN00086,PROD0421,1,414.81,15,352.59
ITEM00227,TXN00086,PROD0036,2,239.09,5,454.27
ITEM00228,TXN00087,PROD0403,2,2658.26,15,4519.04
ITEM00229,TXN00088,PROD0428,2,521.95,15,887.32
ITEM00230,TXN00088,PROD0248,2,1679.87,15,2855.78
ITEM00231,TXN00088,PROD0010,3,4752.66,15,12119.28
ITEM00232,TXN00089,PROD0108,2,3438.61,10,6189.5
ITEM00233,TXN00089,PROD0007,1,1547.77,0,1547.77
ITEM00234,TXN00089,PROD0091,3,2346.94,5,6688.78
ITEM00235,TXN00089,PROD0096,1,2493.54,10,2244.19
ITEM00236,TXN00090,PROD0103,3,2515.95,0,7547.85
ITEM00237,TXN00090,PROD0369,1,4270.01,0,4270.01
ITEM00238,TXN00090,PROD0379,2,709.74,10,1277.53
ITEM00239,TXN00090,PROD0438,3,2879.8,5,8207.43
ITEM00240,TXN00091,PROD0299,2,1136.0,0,2272.0
ITEM00241,TXN00091,PROD0485,1,2698.19,5,2563.28
ITEM00242,TXN00091,PROD0152,1,1400.32,15,1190.27
ITEM00243,TXN00091,PROD0059,3,398.5,10,1075.95
ITEM00244,TXN00091,PROD0160,3,2866.25,10,7738.88
ITEM00245,TXN00092,PROD0072,2,3971.98,5,7546.76
ITEM00246,TXN00092,PROD0455,2,3073.16,5,5839.0
ITEM00247,TXN00093,PROD0027,2,2594.91,10,4670.84
ITEM00248,TXN00093,PROD0182,2,1251.18,5,2377.24
ITEM00249,TXN00093,PROD0018,2,1719.25,5,3266.57
ITEM00250,TXN00094,PROD0328,1,542.34,10,488.11
ITEM00251,TXN00094,PROD0444,1,2075.44,0,2075.44
ITEM00252,TXN00094,PROD0282,1,230.95,5,219.4
ITEM00253,TXN00094,PROD0266,3,4718.52,0,14155.56
ITEM00254,TXN00094,PROD0288,3,2643.78,0,7931.34
ITEM00255,TXN00095,PROD0221,1,360.84,5,342.8
ITEM00256,TXN00095,PROD0043,2,2946.81,0,5893.62
ITEM00257,TXN00096,PROD0447,2,4446.38,10,8003.48
ITEM00258,TXN00097,PROD0135,2,1125.5,5,2138.45
ITEM00259,TXN00097,PROD0148,1,2380.94,15,2023.8
ITEM00260,TXN00098,PROD0336,2,1212.34,5,2303.45
ITEM00261,TXN00099,PROD0132,3,3110.38,15,7931.47
ITEM00262,TXN00099,PROD0374,2,2793.66,5,5307.95
ITEM00263,TXN00099,PROD0042,2,892.48,5,1695.71
ITEM00264,TXN00099,PROD0005,1,3636.58,15,3091.09
ITEM00265,TXN00099,PROD0414,1,1232.55,10,1109.3
ITEM00266,TXN00100,PROD0316,2,2072.28,5,3937.33
ITEM00267,TXN00100,PROD0427,3,3407.6,15,8689.38
ITEM00268,TXN00101,PROD0206,3,4801.95,10,12965.26
ITEM00269,TXN00102,PROD0264,3,3546.47,15,9043.5
ITEM00270,TXN00102,PROD0036,3,239.09,15,609.68
ITEM00271,TXN00103,PROD0028,3,4579.38,0,13738.14
ITEM00272,TXN00103,PROD0159,2,4958.32,10,8924.98
ITEM00273,TXN00103,PROD0342,3,2308.4,15,5886.42
ITEM00274,TXN00103,PROD0485,2,2698.19,15,4586.92
ITEM00275,TXN00104,PROD0300,1,2511.78,0,2511.78
ITEM00276,TXN00104,PROD0327,2,904.15,10,1627.47
ITEM00277,TXN00104,PROD0406,3,4802.55,10,12966.89
ITEM00278,TXN00105,PROD0433,1,497.3,5,472.44
ITEM00279,TXN00105,PROD0376,2,4405.0,10,7929.0
ITEM00280,TXN00105,PROD0435,2,876.76,5,1665.84
ITEM00281,TXN00106,PROD0016,2,1278.69,10,2301.64
ITEM00282,TXN00106,PROD0189,2,3154.9,15,5363.33
ITEM00283,TXN00106,PROD0233,2,3038.05,5,5772.3
ITEM00284,TXN00106,PROD0209,1,3111.13,0,3111.13
ITEM00285,TXN00107,PROD0338,3,789.29,15,2012.69
ITEM00286,TXN00107,PROD0463,1,2454.95,0,2454.95
ITEM00287,TXN00107,PROD0062,1,916.88,15,779.35
ITEM00288,TXN00108,PROD0490,1,3931.34,5,3734.77
ITEM00289,TXN00108,PROD0103,2,2515.95,5,4780.3
ITEM00290,TXN00108,PROD0389,3,4737.21,0,14211.63
ITEM00291,TXN00108,PROD0193,1,1777.19,10,1599.47
ITEM00292,TXN00108,PROD0135,2,1125.5,15,1913.35
ITEM00293,TXN00109,PROD0289,2,389.36,15,661.91
ITEM00294,TXN00109,PROD0139,2,536.2,15,911.54
ITEM00295,TXN00110,PROD0437,1,3444.21,10,3099.79
ITEM00296,TXN00110,PROD0475,2,2258.88,15,3840.1
ITEM00297,TXN00110,PROD0364,1,696.12,5,661.31
ITEM00298,TXN00110,PROD0184,3,2499.98,15,6374.95
ITEM00299,TXN00110,PROD0153,1,4951.44,15,4208.72
ITEM00300,TXN00111,PROD0459,1,3516.27,10,3164.64
ITEM00301,TXN00111,PROD0209,1,3111.13,5,2955.57
ITEM00302,TXN00112,PROD0430,1,4419.53,5,4198.55
ITEM00303,TXN00112,PROD0100,1,1728.37,10,1555.53
ITEM00304,TXN00112,PROD0405,2,4320.4,10,7776.72
ITEM00305,TXN00112,PROD0295,2,2348.68,5,4462.49
ITEM00306,TXN00112,PROD0331,2,658.95,0,1317.9
ITEM00307,TXN00113,PROD0354,3,284.72,0,854.16
ITEM00308,TXN00113,PROD0270,2,1655.27,0,3310.54
ITEM00309,TXN00114,PROD0037,2,1423.98,0,2847.96
ITEM00310,TXN00114,PROD0120,1,2695.75,15,2291.39
ITEM00311,TXN00114,PROD0420,2,4505.78,5,8560.98
ITEM00312,TXN00115,PROD0180,2,3900.95,10,7021.71
ITEM00313,TXN00115,PROD0127,1,2324.8,10,2092.32
ITEM00314,TXN00116,PROD0284,2,2420.24,15,4114.41
ITEM00315,TXN00116,PROD0059,1,398.5,15,338.72
ITEM00316,TXN00116,PROD0492,1,399.49,5,379.52
ITEM00317,TXN00117,PROD0369,1,4270.01,0,4270.01
ITEM00318,TXN00118,PROD0269,1,2169.95,10,1952.95
ITEM00319,TXN00118,PROD0033,1,2620.15,0,2620.15
ITEM00320,TXN00119,PROD0233,1,3038.05,0,3038.05
ITEM00321,TXN00119,PROD0195,1,1020.5,5,969.47
ITEM00322,TXN00119,PROD0197,1,4977.37,0,4977.37
ITEM00323,TXN00119,PROD0028,3,4579.38,0,13738.14
ITEM00324,TXN00119,PROD0175,2,2584.51,15,4393.67
ITEM00325,TXN00120,PROD0080,1,1786.48,5,1697.16
ITEM00326,TXN00121,PROD0180,3,3900.95,5,11117.71
ITEM00327,TXN00121,PROD0213,1,2520.38,5,2394.36
ITEM00328,TXN00121,PROD0107,2,4038.31,5,7672.79
ITEM00329,TXN00121,PROD0049,3,1539.41,15,3925.5
ITEM00330,TXN00122,PROD0356,1,1957.32,0,1957.32
ITEM00331,TXN00122,PROD0245,3,3535.95,10,9547.06
ITEM00332,TXN00122,PROD0389,3,4737.21,5,13501.05
ITEM00333,TXN00122,PROD0257,3,4798.5,15,12236.17
ITEM00334,TXN00122,PROD0119,2,493.91,15,839.65
ITEM00335,TXN00123,PROD0318,3,3424.55,0,10273.65
ITEM00336,TXN00123,PROD0292,3,400.64,10,1081.73
ITEM00337,TXN00123,PROD0122,2,2515.21,15,4275.86
ITEM00338,TXN00123,PROD0399,2,3898.02,0,7796.04
ITEM00339,TXN00123,PROD0418,1,2569.53,0,2569.53
ITEM00340,TXN00124,PROD0210,1,1404.02,0,1404.02
ITEM00341,TXN00124,PROD0013,2,2263.89,15,3848.61
ITEM00342,TXN00124,PROD0181,1,235.07,0,235.07
ITEM00343,TXN00124,PROD0106,2,4111.61,5,7812.06
ITEM00344,TXN00124,PROD0318,1,3424.55,15,2910.87
ITEM00345,TXN00125,PROD0175,1,2584.51,10,2326.06
ITEM00346,TXN00125,PROD0329,3,3150.35,10,8505.94
ITEM00347,TXN00125,PROD0129,1,731.47,10,658.32
ITEM00348,TXN00125,PROD0134,3,2654.97,10,7168.42
ITEM00349,TXN00126,PROD0246,2,4292.55,0,8585.1
ITEM00350,TXN00126,PROD0260,2,308.77,0,617.54
ITEM00351,TXN00127,PROD0290,2,2001.85,15,3403.14
ITEM00352,TXN00127,PROD0007,2,1547.77,10,2785.99
ITEM00353,TXN00128,PROD0235,1,4116.11,10,3704.5
ITEM00354,TXN00129,PROD0308,3,3206.69,15,8177.06
ITEM00355,TXN00130,PROD0194,1,3414.16,15,2902.04
ITEM00356,TXN00130,PROD0140,3,3805.42,10,10274.63
ITEM00357,TXN00131,PROD0158,2,1455.08,5,2764.65
ITEM00358,TXN00131,PROD0213,1,2520.38,15,2142.32
ITEM00359,TXN00131,PROD0125,1,3348.34,10,3013.51
ITEM00360,TXN00132,PROD0351,2,2035.04,0,4070.08
ITEM00361,TXN00133,PROD0050,3,228.61,5,651.54
ITEM00362,TXN00133,PROD0491,1,3695.07,0,3695.07
ITEM00363,TXN00133,PROD0416,3,3394.46,5,9674.21
ITEM00364,TXN00133,PROD0065,3,3828.38,10,10336.63
ITEM00365,TXN00134,PROD0219,2,2518.3,10,4532.94
ITEM00366,TXN00135,PROD0077,2,2983.96,15,5072.73
ITEM00367,TXN00136,PROD0360,2,1576.07,10,2836.93
ITEM00368,TXN00136,PROD0246,1,4292.55,10,3863.3
ITEM00369,TXN00136,PROD0049,1,1539.41,15,1308.5
ITEM00370,TXN00137,PROD0229,2,237.24,10,427.03
ITEM00371,TXN00137,PROD0308,3,3206.69,0,9620.07
ITEM00372,TXN00137,PROD0122,1,2515.21,15,2137.93
ITEM00373,TXN00137,PROD0172,2,4573.49,10,8232.28
ITEM00374,TXN00138,PROD0125,3,3348.34,0,10045.02
ITEM00375,TXN00138,PROD0416,3,3394.46,5,9674.21
ITEM00376,TXN00138,PROD0318,2,3424.55,5,6506.65
ITEM00377,TXN00139,PROD0354,2,284.72,5,540.97
ITEM00378,TXN00139,PROD0297,3,1284.64,0,3853.92
ITEM00379,TXN00140,PROD0228,1,2902.86,5,2757.72
ITEM00380,TXN00140,PROD0420,2,4505.78,5,8560.98
ITEM00381,TXN00140,PROD0009,1,2608.63,15,2217.34
ITEM00382,TXN00140,PROD0377,2,4584.28,10,8251.7
ITEM00383,TXN00141,PROD0128,2,4961.39,15,8434.36
ITEM00384,TXN00141,PROD0164,2,2139.78,10,3851.6
ITEM00385,TXN00141,PROD0058,1,4183.93,10,3765.54
ITEM00386,TXN00141,PROD0265,2,473.65,10,852.57
ITEM00387,TXN00142,PROD0168,1,3088.44,5,2934.02
ITEM00388,TXN00142,PROD0017,3,2093.54,0,6280.62
ITEM00389,TXN00142,PROD0027,3,2594.91,10,7006.26
ITEM00390,TXN00142,PROD0197,2,4977.37,0,9954.74
ITEM00391,TXN00143,PROD0365,1,1846.38,5,1754.06
ITEM00392,TXN00143,PROD0035,3,4071.06,5,11602.52
ITEM00393,TXN00143,PROD0054,2,961.85,15,1635.14
ITEM00394,TXN00143,PROD0280,1,1452.42,15,1234.56
ITEM00395,TXN00144,PROD0227,2,2054.35,15,3492.39
ITEM00396,TXN00144,PROD0023,1,3364.59,0,3364.59
ITEM00397,TXN00144,PROD0280,2,1452.42,10,2614.36
ITEM00398,TXN00144,PROD0373,1,4298.06,10,3868.25
ITEM00399,TXN00144,PROD0038,3,4084.24,0,12252.72
ITEM00400,TXN00145,PROD0090,2,2955.15,5,5614.78
ITEM00401,TXN00145,PROD0013,2,2263.89,5,4301.39
ITEM00402,TXN00145,PROD0491,1,3695.07,5,3510.32
ITEM00403,TXN00146,PROD0002,3,665.98,5,1898.04
ITEM00404,TXN00146,PROD0214,1,2851.21,10,2566.09
ITEM00405,TXN00147,PROD0330,3,4624.24,10,12485.45
ITEM00406,TXN00147,PROD0355,1,1619.68,15,1376.73
ITEM00407,TXN00147,PROD0060,2,4849.84,0,9699.68
ITEM00408,TXN00148,PROD0246,1,4292.55,15,3648.67
ITEM00409,TXN00148,PROD0140,1,3805.42,10,3424.88
ITEM00410,TXN00148,PROD0123,2,2236.1,10,4024.98
ITEM00411,TXN00148,PROD0121,1,585.28,5,556.02
ITEM00412,TXN00149,PROD0444,2,2075.44,15,3528.25
ITEM00413,TXN00149,PROD0080,2,1786.48,10,3215.66
ITEM00414,TXN00149,PROD0022,2,4545.54,15,7727.42
ITEM00415,TXN00150,PROD0031,3,673.12,15,1716.46
ITEM00416,TXN00150,PROD0195,2,1020.5,0,2041.0
ITEM00417,TXN00150,PROD0253,2,3717.09,15,6319.05
ITEM00418,TXN00151,PROD0442,3,1548.44,15,3948.52
ITEM00419,TXN00151,PROD0194,2,3414.16,10,6145.49
ITEM00420,TXN00151,PROD0116,1,3080.38,0,3080.38
ITEM00421,TXN00151,PROD0005,2,3636.58,5,6909.5
ITEM00422,TXN00151,PROD0214,2,2851.21,10,5132.18
ITEM00423,TXN00152,PROD0470,2,577.38,0,1154.76
ITEM00424,TXN00152,PROD0018,3,1719.25,5,4899.86
ITEM00425,TXN00152,PROD0277,1,4380.06,5,4161.06
